company_name,linkedin_url,description,fleet_size,country
Turkmenistan - Government,https://linkedin.com/company/eu4turkmenistan,"⠀⠀⠀⠀⠀ Works towards increasing the visibility, awareness and understanding of the EU and its policies in Turkmenistan and Central Asia. ⠀⠀⠀⠀⠀ Carries ...",4,Turkménistan
Turkmenistan Airlines,https://linkedin.com/company/turkmenistan-airlines,Transport aérien · À propos · Employés chez Turkmenistan Airlines · Pages similaires · Identifiez-vous pour voir qui vous connaissez déjà chez Turkmenistan Airlines.,19,Turkménistan
Turpial Airlines,https://linkedin.com/company/turpialairlines,"Venezuelan flag air certified airline, located on Arturo Michelena International Airport from Valencia, Venezuela. Website: https://turpialairlines.com/.",3,Venezuela
Tus Air,https://linkedin.com/company/tus-airways,"Founded in 2015, TUS Airways is an airline based in Larnaca, Cyprus. At present, we operate scheduled and charter services between destinations in Cyprus, ...",3,Chypre
Twin Jet,https://linkedin.com/company/twinjet-aviation,Twinjet Aviation is the only company in the UK currently exclusively operating VIP and Executive jets under the CAA's Type A licence.,13,France
Tyrol Air Ambulance,https://linkedin.com/company/tyrol-air-ambulance,"Tyrol Air Ambulance (TAA) is a worldwide provider of air ambulance services operating from the hearts of the Alps. Our headquarters are based in Innsbruck, ...",5,Autriche
Tyrolean Jet Services,https://linkedin.com/company/tyrolean-jets-and-service,"TJS is a private jet service provider with more than 40 years of experience in high-class private flights. Based in Tyrol, we fly premium clients safely to ...",5,Malte
Uganda Airlines,https://linkedin.com/company/ugandairlines,Uganda Airlines is Uganda's flagship national passenger and cargo carrier that started in 2019. Uganda Airlines provide scheduled air transportation services ...,7,Ouganda
Ukraine - State Air Traffic Service,https://linkedin.com/company/ukrainian-state-air-traffic-service-enterprise,"Ukrainian State Air Traffic Service Enterprise is an Internet company located in Boryspil&apos;, Kyivs&apos;ka oblast, Ukraine. Website: http://www.uksatse ...",2,Ukraine
Ukraine Air Alliance,https://linkedin.com/company/nato-act,"In concert with Allied Command Operations, we enhance NATO's operational capability with an ability to further develop and improve our military capacity through ...",3,Ukraine
Ukraine International Airlines,https://linkedin.com/company/ukraine-international-airlines,"Авіакомпанія «Міжнародні авіалінії України» (МАУ) була заснована в 1992 році. МАУ є 100% приватною авіакомпанією, що з'єднує Україну з понад 50 столицями та ...",6,Ukraine
ULS Airlines Cargo,https://linkedin.com/company/uls-airlines-cargo,ULS AIRLINES CARGO. Airlines and Aviation. ULS Airlines cargo offer bespoke global cargo solution on charter and wetlease base.,4,Turquie
Ultimate Jet,https://linkedin.com/company/ultimate-jet-vacations,Ultimate Jet Vacations | 21076 followers on LinkedIn. Enhancing the Experience of Booking Travel | Planning and managing a 5-Star vacation from scratch ...,8,Porto Rico
UmzaXpress,https://linkedin.com/company/umza-air,"Umza Aviation Services Limited is a Nigerian Airline airline focused on customer-centric travel, exceptional service and comfortable flying experience.",2,Nigeria
UND Aerospace,https://linkedin.com/company/und-aerospace,"UND Aerospace is a world-renowned center for aerospace learning, nationally acclaimed for our achievements in collegiate aviation education.",154,Porto Rico
UNI Air,https://linkedin.com/company/uniair-cargo,"PT. Uniair Indotama Cargo (UNIAIR CARGO). Transportation, Logistics, Supply Chain and Storage. Jakarta Utara, DKI Jakarta 1,808 followers.",14,Taïwan
Uni-Fly,https://linkedin.com/company/uni-fly,UNI-FLY is a Helicopter Operator specializing in Offshore Windfarm Hoist Operations with a proven track record since 2002. We believe in being an active ...,4,Îles Féroé
Uni-Fly Heliworx,https://linkedin.com/company/uni-fly,UNI-FLY is a Helicopter Operator specializing in Offshore Windfarm Hoist Operations with a proven track record since 2002.,2,Îles Féroé
Unicair,https://linkedin.com/company/unicair,"UNICAIR GmbH was formed in 2021, following the merger of the two leading air ambulance operators, Air Alliance Medflight and Jetcall.",16,Allemagne
Union Aviation,https://linkedin.com/company/union-aviation,"Union Aviation is an aviation operator based in Riga (Latvia), formed by a group of European companies, specializing in management, operations and aviation ...",10,Lettonie
United Airlines,https://linkedin.com/company/united-airlines,United Airlines | 1088917 followers on LinkedIn. Good Leads The Way. | This is the story of airline that leads the industry from ground to clouds.,1491,Porto Rico
United Arab Emirates - Air Force,https://linkedin.com/company/uae-armed-forces,"Website: http://www.uaeinteract.com/news/default.asp?ID=6. External link for UAE Armed Forces. Industry: Armed Forces. Company size: 5,001-10,000 employees.",61,Guernesey
United Aviate Academy,https://linkedin.com/company/united-aviate-academy,"United Aviate Academy is a company based out of 1658 S Litchfield Rd #104, Goodyear, Arizona, United States. Website: http://unitedaviate.",50,Porto Rico
United Eagle,https://linkedin.com/company/united-eagle-ltd,We offer the ultimate blend of the efficiency of an exclusive air charter service with the comfort and extravagance of luxury travel. United Eagle LTD ...,2,Slovénie
United Kingdom - Air Ambulance,https://linkedin.com/company/the-air-ambulance-service,"The Air Ambulance Service operates the national Children's Air Ambulance and the local air ambulance services for Warwickshire, Northamptonshire, Derbyshire, ...",50,Territoire britannique de l'océan Indien
United Kingdom - Army Air Corps,https://linkedin.com/company/british-army,"Website: http://www.apply.army.mod.uk. External link for British Army ; Industry: Armed Forces ; Company size: 10,001+ employees ; Headquarters: Andover, Hampshire.",151,Zimbabwe
United Kingdom - Coast Guard,https://linkedin.com/company/maritime-and-coastguard-agency,We provide a 24-hour maritime search and rescue service around the UK coast and in the international search and rescue region through HM Coastguard.,3,Territoire britannique de l'océan Indien
United Kingdom - National Police Air Service,https://linkedin.com/company/national-police-air-service,"We're in the air 24/7, supporting police forces across England and Wales. From 15 bases, our helicopters and planes help keep communities safe.",5,Territoire britannique de l'océan Indien
United Kingdom - Royal Air Force,https://linkedin.com/company/royal-air-force,"Today's RAF is the UK's aerial, peacekeeping and fighting force. It's made up of full-time Regulars and spare-time Reserves who come from diverse backgrounds.",387,Zimbabwe
United Kingdom - Royal Air Force Air Transport,https://linkedin.com/company/royal-air-force,"Today's RAF is the UK's aerial, peacekeeping and fighting force. It's made up of full-time Regulars and spare-time Reserves who come from diverse ...",58,Albanie
United Kingdom - Royal Navy,https://linkedin.com/company/royalnavy,"The Royal Navy is made up of five arms. The might of ships in the Surface Fleet, the aerial strength that is the Fleet Air Arm, the covert Submarine Service.",107,Zimbabwe
United Kingdom - UK Royal/VIP Flights,https://linkedin.com/company/luxaviationuk,"We offer a comprehensive suite of services, including private jet charters, aircraft management, completions consulting, and concierge services. At Luxaviation ...",3,Territoire britannique de l'océan Indien
United Nations,https://linkedin.com/company/united-nations,The United Nations is an international organization made up of 193 Member States committed to maintaining international peace and security.,40,Ukraine
United Nigeria Airlines,https://linkedin.com/company/united-nigeria-airlines-company-limited,United Nigeria Airlines offers commercial air transportation services with a special focus on providing a rewarding flight experience and exceptional customer ...,4,Nigeria
United States - California Department of Forestry,https://linkedin.com/company/calfirecareers,The California Department of Forestry and Fire Protection (CAL FIRE) is California's fire department and resource management agency.,75,Porto Rico
United States - Coast Guard,https://linkedin.com/company/uscoastguard,"The mission of the U.S. Coast Guard is to protect the public, the environment, and U.S. economic interests — along the coast and our coastal borders ...",231,Guernesey
United States - Department of Justice,https://linkedin.com/company/usdoj,"The mission of the Department of Justice (DOJ) is to uphold the rule of law, to keep our country safe, and to protect civil rights.",6,Porto Rico
United States - Department of State,https://linkedin.com/company/doscareers,"The US Department of State manages America's relationships with foreign governments, international organizations, and the people of other countries.",16,Porto Rico
United States - Florida Forest Service,https://linkedin.com/company/florida-forest-service,The Mission of the Florida Forest Service is to protect Florida and its people from the dangers of wildland fire and manage the forest resources.,38,Porto Rico
United States - Maryland State Police,https://linkedin.com/company/maryland-state-police,The Maryland State Police has served the citizens of Maryland since its inception in 1921. Our Troopers are among the finest law enforcement officers in the ...,11,Porto Rico
United States - NASA,https://linkedin.com/company/nasa,"We are passionate professionals united by a common purpose: to pioneer the future in space exploration, scientific discovery and aeronautics research.",59,Porto Rico
United States - North Carolina Forest Service,https://linkedin.com/company/north-carolina-forestry-association,"The NCFA Ensures Healthy, Productive, and Sustainable Forests. Website: http://www.ncforestry.org.",23,Porto Rico
United States - South Carolina Aeronautics Comm.,https://linkedin.com/company/south-carolina-aeronautics-commission,Our Mission: Fostering air commerce and economic development by overseeing the safety and development of the state's public use airports.,3,Porto Rico
United States - Tennessee Valley Authority,https://linkedin.com/company/tva,"For more than nine decades, the Tennessee Valley Authority has provided affordable electricity, environmental stewardship and economic development opportunities",2,Porto Rico
United States - US Department of Interior,https://linkedin.com/company/department-of-the-interior,"DOI is a workforce of over 70,000 strong serving across 11 Bureaus/Offices and over 2,400 operating locations to fulfill one mission.",39,Porto Rico
