company_name,linkedin_url,description,company_name_norm,fleet_size
SkyWest Airlines,https://linkedin.com/company/skywest-airlines,"SkyWest Airlines | 96217 followers on LinkedIn. Connecting passengers to destinations across North America in partnership w/ Delta, United, American and ...",skywest airlines,
SkyWest Charter,https://linkedin.com/company/skywest-charter,"SkyWest Charter is a subsidiary of SkyWest, Inc. Providing chartered jet service at airports across the United States, SWC is adopting only the highest ...",skywest charter,
Smart Jet,https://linkedin.com/company/smartjets-llc,We make deals happen. SmartJets has: Longevity in the aviation business (20+ years). Depth of knowledge (personal and corporate aviation) Strong relationships ...,smart jet,
Smartavia,https://linkedin.com/company/smartavia,Главные принципы Smartavia – это безопасность полетов и хорошее настроение наших пассажиров. Для нас 'smart' означает продуманный подход во всех аспектах ...,smartavia,
SmartLynx,https://linkedin.com/company/smartlynx-airlines,"SmartLynx Airlines is the leading ACMI, charter, and cargo airline, delivering magic on A320, A321, and Boeing 737 MAX fleet. We specialize in full-service ...",smartlynx,
Smartwings,https://linkedin.com/company/smartwingscz/,"Smartwings, the largest Czech airline and a member of the Smartwings Group, has been present on the market for 27 years. Smartwings operates scheduled ...",smartwings,
Solairus Aviation,https://linkedin.com/company/solairus-aviation,Solairus is an aviation services company assisting owners with the safe and economical operation of their aircraft.,solairus aviation,
Solaseed Air,https://linkedin.com/company/solaseed-air,"Solaseed Air · Fluggesellschaften und Luftfahrt · Info · Beschäftigte von Solaseed Air · Ähnliche Seiten · Loggen Sie sich ein, um zu sehen, wen Sie bereits bei ...",solaseed air,
Solinair,https://linkedin.com/company/solinair-ltd.,"Solinair doo is a Slovenian aviation company based at Brnik-Aerodrom. Established in 1991, it operates scheduled and charter cargo flights across Europe and ...",solinair,
Somon Air,https://linkedin.com/company/somon-air,Somon Air Central Asia's Favourite Airline! Date Event 2012 Launch of flight on the route Khudzhand - Krasnodar.(February) Launch of flight on the route ...,somon air,
Sounds Air,https://linkedin.com/company/sounds-air,"Sounds Air is a New Zealand airline with daily flights to Wellington, Christchurch, Picton, Blenheim, Taupo, Napier, Westport, Nelson and Paraparaumu.",sounds air,
South African Airways,https://linkedin.com/company/flysaa,"South Africa Airways (SAA) began operations on 1 February 1934. SAA is a leading carrier in Africa, serving domestic, regional and international routes.",south african airways,
Southern Air Charter,https://linkedin.com/company/southern-air-charter-ltd-,"Southern Air Charter is fully Bahamian owned and operated. With over 20 years of experience, we pride ourselves in operating an on-time service.",southern air charter,
Southern Airways Express,https://linkedin.com/company/southern-airways-express,"Founded in 2013, Pompano Beach, Florida-based Southern Airways Express has quickly grown to become one of the largest commuter airlines in the United States.",southern airways express,
Southwest Airlines,https://linkedin.com/company/southwest-airlines,"At Southwest®, everything we do—from our smiling People to our policies—is designed to let you go with Heart. No matter what comes up in your travels, we've got ...",southwest airlines,
Southwind Airlines,https://linkedin.com/company/southwind-airlines,Hoş geldin TC-GRF ve TC-GRG ✈️ Yaz sezonunun artan yolcu talebine daha etkin yanıt verebilmek ve orta menzilli hatlarımızda kapasite artışı sağlamak amacıyla ...,southwind airlines,
Spain - Air Force,https://linkedin.com/company/eurocontrol,We support European aviation and we do this by delivering technical excellence and civil-military expertise across the full spectrum of air traffic ...,spain - air force,
SPARFELL,https://linkedin.com/company/sparfellgroup/,"Sparfell | 13941 followers on LinkedIn. Sparfell is a world leader in the field of private aviation, providing a tailor-made solution for your every need.",sparfell,
SpiceJet,https://linkedin.com/company/spicejet-limited/,"Spicy is our drive to keep travel exciting through innovation and industry-firsts. Since 2005, SpiceJet has been shaping India's aviation journey, connecting ...",spicejet,
Spirit Airlines,https://linkedin.com/company/spirit-airlines,"From our all-Airbus fleet to our 15 countries across the US, Latin America and the Caribbean, we aim to make taking off and having fun easy.",spirit airlines,
SpiritJets,https://linkedin.com/company/spiritjets,"SpiritJets is a full service aircraft management and charter company headquartered in St. Louis, Missouri. It was founded on the principal of providing safe, ...",spiritjets,
Spring Airlines,https://linkedin.com/company/spring-airlines/,Spring Airlines is China's first and North Asia's largest low fare airline – guaranteeing our customers the best-value airfares in China and across the Asia ...,spring airlines,
companies_name,https://linkedin.com/company/techasoft-pvt-ltd,Techasoft Pvt. Ltd is one of the fast growing IT companies that provide a holistic IT solution to businesses across geographies.,companies_name,
SprintAir,https://linkedin.com/company/sprintair,SprintAir is a Polish air carrier boasting thirteen years of experience and expertise in air cargo services performed both as regular operations and ad-hoc ...,sprintair,
SriLankan Airlines,https://linkedin.com/company/flysrilankan,"SriLankan Airlines, the National Airline of Sri Lanka, is an award winning carrier with a firm reputation as a global leader in service, comfort, safety, ...",srilankan airlines,
Sriwijaya Air,https://linkedin.com/company/sriwijayaair/,"Welcome to Sriwijaya Air, an airline which is the customers' pride. Soaring in the Indonesian sky and beyond for fourteen years, Sriwijaya Air has always been ...",sriwijaya air,
St Barth Commuter,https://linkedin.com/company/st-barth-commuter,St Barth Commuter is a French certified airline based in Saint-Barthelemy providing scheduled and private charter flights services to and from the exclusive ...,st barth commuter,
St Barth Executive,https://linkedin.com/company/st-barth-executive,"St Barth Executive is a VIP Air Charter company located in St Barth, offering direct flights connecting St Barts with the US, the Caribbean and Latin ...",st barth executive,
Star Air,https://linkedin.com/company/officalstarair,Star Air offers both scheduled and non-scheduled (charter) flight services at the pan-India level and ensures great comfort and safety to passengers.,star air,
Star Wings,https://linkedin.com/company/star-wings-dortmund-luftfahrtgesellschaft-mbh/,We are a provider of comprehensive training solutions for general aviation respectively Business-Aviation. Our modern training center is easily accessible.,star wings,
Starflyer,https://linkedin.com/company/starflyer-travels-starflyer-international-pvt-ltd,"We excel in providing travel and leisure services to our clients. We expertise in tour packages, accommodation, transportation, visa assistance, tour operations ...",starflyer,
Starlink Aviation,https://linkedin.com/company/starlink-aviation,"Fondée en 1982, Starlink Aviation est la principale compagnie d'aviation du Canada et un leader parmi les FBO. Depuis plus de trente ans, notre engagement ...",starlink aviation,
Starlux,https://linkedin.com/company/starlux-airlines/,"Taiwan-based STARLUX is a boutique international airline serving a total of 23 routes from Taiwan to the US, Japan, Macau, Vietnam, Thailand, Philippines, ...",starlux,
Sterling Aviation,https://linkedin.com/company/sterlingaviationservices,Sterling Aviation Services prides itself in offering a full range of services for the private and corporate business aviation community.,sterling aviation,
Sudan Airways,https://linkedin.com/company/sudan-airways,"SUDAN AIRWAYS | 959 followers on LinkedIn. SUDAN AIRWAYS is an airlines aviation company based out of Calle Laguna del Marquesado Nª 19, Nave 16 Edificio ...",sudan airways,
Summit Air,https://linkedin.com/company/summit-air,"Delivering customized fleet & service aviation solutions (cargo & passengers), safely & reliably, to support Canada's North & beyond.",summit air,
Summit Aviation,https://linkedin.com/company/summit-aviation_2,"Located in Middletown, Delaware, Summit Aviation offers aircraft maintenance, modifications, avionics, engines, mission equipment integration, paint, FBO, ...",summit aviation,
Sun Country Airlines,https://linkedin.com/company/sun-country-airlines,"We're a unique hybrid low-cost carrier offering diverse services including scheduled flights to destinations across the US, Canada, Central America, and the ...",sun country airlines,
Sun-Air,https://linkedin.com/company/sun-air-aviation-group-a-s,"From a modest start in 1978, where aircraft renovation and trading formed the basis of the business for the company's founder Niels Sundberg, SUN-AIR has ...",sun-air,
Sunclass Airlines,https://linkedin.com/company/sunclassairlines/life/9ead3fdd-0a1b-4606-bdc5-193e2d143ffa,We are passionate about outstanding service to customers and colleagues. We use our unique talents to be the best at what we do and together we deliver what we ...,sunclass airlines,
Sundair,https://linkedin.com/company/sundair,Sundair ist eine 2016 gegründete Fluggesellschaft mit Hauptsitz in Stralsund und operativem Standort unweit des Hautstadtflughafens Berlin-Brandenburg.,sundair,
Sundt Air,https://linkedin.com/company/sundt-air-as,"Sundt Air is Norway's largest operator of business jets. The main business areas for the company is Aircraft management, Aviation consultancy, Executive ...",sundt air,
SunExpress,https://linkedin.com/company/sunexpress/,"Founded as a joint venture between Lufthansa and Turkish Airlines in 1989, we are a true sun specialist and offer numerous direct connections between Europe ...",sunexpress,
